id,term,before_example,after_example,after_ko,after_en,after_ja
b1_0163,"desaparecer","Voy a desaparecer esta tarde.","El dolor va a desaparecer en unos días.","통증은 며칠 안에 사라질 거예요.","The pain is going to disappear in a few days.","痛みは数日で消えるでしょう。"
b1_0164,"desarrollar","Voy a desarrollar esta tarde.","La empresa quiere desarrollar una nueva app.","회사는 새 앱을 개발하고 싶어 해요.","The company wants to develop a new app.","会社は新しいアプリを開発したがっています。"
b1_0165,"desconfiar","Voy a desconfiar esta tarde.","Es sano desconfiar de las ofertas milagrosas.","기적 같은 할인은 의심하는 게 좋아요.","It is healthy to distrust miracle offers.","うますぎる話は疑うのが賢明です。"
b1_0166,"describir","Voy a describir esta tarde.","¿Puedes describir a la persona que viste?","네가 본 사람을 묘사해 줄래?","Can you describe the person you saw?","見た人の特徴を説明できますか。"
b1_0167,"descubrir","Voy a descubrir esta tarde.","Me gusta descubrir cafés nuevos.","새로운 카페를 발견하는 걸 좋아해요.","I like discovering new cafes.","新しいカフェを見つけるのが好きです。"
b1_0168,"desinstalar","Voy a desinstalar esta tarde.","Voy a desinstalar los juegos del móvil.","휴대폰에서 게임들을 삭제할 거예요.","I am going to uninstall the games from my phone.","携帯からゲームをアンインストールします。"
b1_0169,"desobedecer","Voy a desobedecer esta tarde.","El perro no suele desobedecer a su dueño.","그 개는 주인 말을 거의 거스르지 않아요.","The dog rarely disobeys its owner.","その犬は飼い主にほとんど逆らいません。"
b1_0170,"despedir","Voy a despedir esta tarde.","La empresa no quiere despedir a nadie.","회사는 아무도 해고하고 싶어 하지 않아요.","The company does not want to dismiss anyone.","会社は誰も解雇したくありません。"
b1_0171,"despedirse","Voy a despedirme esta tarde.","Es triste despedirse en el aeropuerto.","공항에서 작별 인사를 하는 건 슬퍼요.","It is sad to say goodbye at the airport.","空港での別れは悲しいものです。"
b1_0172,"destacar","Voy a destacar esta tarde.","Tu trabajo va a destacar entre todos.","네 작업은 모두 중에서 돋보일 거야.","Your work is going to stand out among all.","あなたの作品はみんなの中で際立つでしょう。"
b1_0174,"destruir","Voy a destruir esta tarde.","El fuego puede destruir el bosque.","불은 숲을 파괴할 수 있어요.","Fire can destroy the forest.","火は森を破壊しかねません。"
b1_0175,"desventaja","Uso la desventaja en una situacion diaria.","Vivir lejos tiene una gran desventaja.","멀리 사는 것에는 큰 단점이 있어요.","Living far away has a big disadvantage.","遠くに住むのは大きなデメリットがあります。"
b1_0176,"detestar","Voy a detestar esta tarde.","Suelo detestar las colas largas.","긴 줄은 정말 싫어요.","I detest long lines.","長い行列が大嫌いです。"
b1_0177,"deuda","Uso la deuda en una situacion diaria.","Quiero pagar mi deuda este año.","올해 빚을 갚고 싶어요.","I want to pay my debt this year.","今年借金を返したいです。"
b1_0179,"diferencia","Uso la diferencia en una situacion diaria.","Hay una gran diferencia de precio.","가격 차이가 커요.","There is a big difference in price.","価格に大きな差があります。"
b1_0180,"digital","Este resultado es digital.","Prefiero el libro digital al de papel.","종이책보다 디지털 책을 선호해요.","I prefer the digital book to the paper one.","紙の本より電子書籍が好きです。"
b1_0181,"dirigir","Voy a dirigir esta tarde.","Ella va a dirigir el nuevo proyecto.","그녀가 새 프로젝트를 이끌 거예요.","She is going to direct the new project.","彼女が新しいプロジェクトを率います。"
b1_0184,"discutir","Voy a discutir esta tarde.","Vamos a discutir el plan mañana.","내일 그 계획을 논의할 거예요.","We are going to discuss the plan tomorrow.","明日その計画について議論します。"
b1_0185,"disfrutar","Voy a disfrutar esta tarde.","Quiero disfrutar de mis vacaciones al máximo.","휴가를 최대한 즐기고 싶어요.","I want to enjoy my vacation to the fullest.","休暇を最大限楽しみたいです。"
b1_0187,"distinguir","Voy a distinguir esta tarde.","Es difícil distinguir a los gemelos.","쌍둥이를 구별하기는 어려워요.","It is hard to distinguish the twins.","双子を見分けるのは難しいです。"
b1_0190,"divertirse","Voy a divertirme esta tarde.","Los niños van a divertirse en la fiesta.","아이들이 파티에서 재미있게 놀 거예요.","The children are going to have fun at the party.","子どもたちはパーティーで楽しく遊ぶでしょう。"
b1_0197,"duda","Uso la duda en una situacion diaria.","Tengo una duda sobre la gramática.","문법에 대해 궁금한 점이 있어요.","I have a doubt about the grammar.","文法について疑問があります。"
b1_0199,"durar","Voy a durar esta tarde.","La película va a durar tres horas.","그 영화는 세 시간 동안 상영돼요.","The movie is going to last three hours.","その映画は3時間続きます。"
b1_0202,"educar","Voy a educar esta tarde.","Los padres deben educar con paciencia.","부모는 인내심을 갖고 교육해야 해요.","Parents should educate with patience.","親は忍耐強く教育すべきです。"
b1_0204,"elegir","Voy a elegir esta tarde.","Tienes que elegir entre las dos ofertas.","두 제안 중에서 선택해야 해요.","You have to choose between the two offers.","2つのオファーから選ばなければなりません。"
b1_0205,"eliminar","Voy a eliminar esta tarde.","Voy a eliminar las fotos borrosas.","흐릿한 사진들을 삭제할 거예요.","I am going to delete the blurry photos.","ぼやけた写真を削除します。"
b1_0211,"emocionar","Voy a emocionar esta tarde.","Esta canción me va a emocionar siempre.","이 노래는 언제나 나를 감동시킬 거예요.","This song is always going to move me.","この歌にはいつも感動させられます。"
b1_0212,"empatar","Voy a empatar esta tarde.","Los dos equipos van a empatar a un gol.","두 팀은 1대 1로 비길 거예요.","The two teams are going to tie at one goal.","両チームは1対1で引き分けるでしょう。"
b1_0215,"enamorarse","Voy a enamorarme esta tarde.","Es fácil enamorarse de esta ciudad.","이 도시와 사랑에 빠지기는 쉬워요.","It is easy to fall in love with this city.","この街には恋に落ちやすいです。"
b1_0218,"encontrarse","Voy a encontrarme esta tarde.","Es fácil encontrarse en la plaza mayor.","중앙 광장에서 만나기는 쉬워요.","It is easy to meet in the main square.","中央広場で会うのは簡単です。"
b1_0219,"enfadarse","Voy a enfadarme esta tarde.","No vale la pena enfadarse por eso.","그런 일로 화낼 필요 없어요.","It is not worth getting angry about that.","そんなことで怒る価値はありません。"
b1_0221,"enfrentarse","Voy a enfrentarme esta tarde.","El equipo debe enfrentarse al campeón.","그 팀은 챔피언과 맞붙어야 해요.","The team must face the champion.","チームはチャンピオンと対戦しなければなりません。"
b1_0222,"engañar","Voy a enganar esta tarde.","No está bien engañar a los clientes.","고객을 속이는 것은 옳지 않아요.","It is not right to deceive customers.","客をだますのは良くありません。"
b1_0225,"enterarse","Voy a enterarme esta tarde.","Es difícil enterarse de todo en vacaciones.","휴가 중에는 모든 소식을 알기 어려워요.","It is hard to find out about everything on vacation.","休暇中はすべての情報を把握しにくいです。"
b1_0226,"enterrar","Voy a enterrar esta tarde.","El perro quiere enterrar su hueso.","개가 뼈다귀를 묻고 싶어 해요.","The dog wants to bury its bone.","犬は骨を埋めたがっています。"
b1_0227,"entrega","Uso la entrega en una situacion diaria.","La entrega del paquete es mañana.","소포 배달은 내일이에요.","The package delivery is tomorrow.","荷物の配達は明日です。"
b1_0228,"entregar","Voy a entregar esta tarde.","Van a entregar el pedido por la tarde.","주문품을 오후에 배달할 거예요.","They are going to deliver the order in the afternoon.","注文品は午後に配達されます。"
b1_0229,"entrenador","Necesito el entrenador para viajar.","El entrenador cambia la táctica del equipo.","코치가 팀 전술을 바꿔요.","The coach changes the team's tactics.","コーチがチームの戦術を変えます。"
b1_0230,"entrenamiento","Necesito el entrenamiento para viajar.","El entrenamiento empieza a las siete.","훈련은 7시에 시작해요.","Training starts at seven.","トレーニングは7時に始まります。"
b1_0231,"envejecer","Voy a envejecer esta tarde.","Todos vamos a envejecer algún día.","우리 모두 언젠가는 늙어요.","We are all going to grow old someday.","誰でもいつかは年を取ります。"
b1_0232,"envidia","Uso la envidia en una situacion diaria.","No siento envidia de su éxito.","그의 성공이 부럽지 않아요.","I do not feel envy of his success.","彼の成功をうらやましいとは思いません。"
b1_0235,"equivocarse","Voy a equivocarme esta tarde.","Es humano equivocarse a veces.","가끔 실수하는 건 인간적인 일이에요.","It is human to make mistakes sometimes.","時に間違えるのは人間らしいことです。"
b1_0237,"escenario","Tomo escenario en el desayuno.","La banda sube al escenario a las diez.","밴드는 10시에 무대에 올라가요.","The band goes on stage at ten.","バンドは10時にステージに上がります。"
b1_0238,"escupir","Voy a escupir esta tarde.","Está prohibido escupir en la calle.","길에 침을 뱉는 것은 금지돼 있어요.","It is forbidden to spit on the street.","路上につばを吐くのは禁止されています。"
b1_0244,"esperanza","Uso la esperanza en una situacion diaria.","No pierdo la esperanza de aprobar.","합격할 희망을 잃지 않아요.","I do not lose hope of passing.","合格の希望を失いません。"
